,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,cluster_9,cluster_14,hot_or_not
0dZpw3h6KZhcHec61qwevZ,0.824,0.854,8,-5.312,1,0.177,0.016,4.95e-05,0.117,0.896,95.114,210329,5,1,1,N
78SCmQ8A7KQSMdkem2SwBP,0.767,0.678,1,-3.284,0,0.0686,0.000615,0.0,0.0952,0.791,142.06,186809,3,2,2,N
3c39RLhnaw269QgsKnhFng,0.846,0.559,2,-7.725,0,0.365,0.534,0.0,0.131,0.668,129.956,181773,4,8,10,N
5X0oBfMej8jeiiCciQll97,0.499,0.78,8,-4.549,1,0.0396,0.202,0.0,0.189,0.344,100.028,311453,0,5,8,N
1yvSMyZn27M4wEslpSvB0D,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91e-06,0.05,0.668,132.004,199747,3,2,3,N
5Co7bsBCcpk4LapEtEpFFL,0.368,0.0153,9,-28.511,0,0.0453,0.995,0.92,0.102,0.116,124.461,230000,7,3,6,N
401MfYscl2EMF4nDbnbG0K,0.172,0.409,9,-8.668,1,0.0324,0.687,6.8e-05,0.103,0.0607,83.914,249661,1,0,4,N
78q4ESvMkPVJzHAV11LAGE,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,226268,3,2,2,N
5zswDNRhJSXuvhJXJGQTFK,0.774,0.585,2,-5.349,1,0.0481,0.0721,0.0,0.029,0.965,127.032,147402,5,4,1,N
65i9Mc7h1CG7ssI1OhMPcT,0.609,0.596,9,-8.881,0,0.0379,0.722,0.0,0.158,0.746,140.035,180687,3,2,0,N
1Cj2vqUwlJVG27gJrun92y,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,248467,1,0,4,N
1oinuryVDJnYyWoYic9zDI,0.473,0.524,8,-4.637,1,0.0281,0.687,0.0,0.088,0.349,115.029,183950,1,0,4,N
0YAWMG7kNuseJqSQ6LV8Tf,0.62,0.7,6,-7.998,1,0.0507,0.557,0.00125,0.091,0.954,179.952,279708,0,1,5,N
7wC5eZcFS1Q1BsQ35DU6H4,0.64,0.321,0,-14.604,1,0.0931,0.693,0.0307,0.114,0.177,145.045,210376,1,0,4,N
4TsP3ww5zEXxuUdmkWIcqp,0.684,0.796,6,-3.727,0,0.0501,0.00834,0.0,0.0491,0.42,94.989,179527,3,2,12,N
7fEoXCZTZFosUFvFQg1BmW,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,196180,4,8,10,N
0gkRr5yiKYmNRy3MOg0RHF,0.786,0.837,10,-2.783,1,0.0542,0.287,1.79e-06,0.308,0.831,91.99,193370,0,1,9,N
512NFGASHDBSkze8bFTZHp,0.65,0.624,2,-10.106,1,0.0356,0.16,0.000479,0.0912,0.573,128.268,205733,5,4,7,N
2DNdEpV9UnsYjL6w1Dp1aS,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573,0,1,5,N
7kuRvjpeUcn6qNV9IBXC2C,0.73,0.648,1,-6.405,0,0.378,0.383,0.000112,0.103,0.675,187.991,304859,4,8,10,N
2joKSGkqac0LIwYG9Ghrwq,0.718,0.46,3,-9.498,0,0.0711,0.519,0.0,0.0981,0.52,121.927,243560,1,0,0,N
7929JFNqTV6t6wWWHzpaVU,0.583,0.823,4,-4.663,0,0.205,0.125,1.19e-05,0.0846,0.911,166.029,218293,3,2,5,N
7uC9TpGGHrAssX8NUKBqed,0.73,0.916,11,-6.177,0,0.0496,0.244,1.73e-05,0.0349,0.969,129.432,207333,3,2,3,N
0z8hI3OPS8ADPWtoCjjLl6,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,0,1,9,N
3590AAEoqH50z4UmhMIY85,0.425,0.638,1,-3.184,0,0.0759,0.426,0.0,0.177,0.45,81.396,230667,3,5,12,N
0SKXNVj9gR7kpwFVmeWSX5,0.696,0.725,5,-9.462,0,0.0706,0.6,0.00204,0.146,0.365,129.989,188708,3,2,12,N
2MlOUXmcofMackX3bxfSwi,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,342613,5,4,8,N
6xc8jocjYzgUYs5EAabyA3,0.713,0.497,11,-7.418,0,0.031,0.0718,2.48e-05,0.0498,0.892,91.0,300187,3,2,3,N
4SJHHpKhcuXwDsCsPqshXj,0.849,0.781,0,-4.635,0,0.159,0.406,0.0,0.0801,0.893,84.041,217143,3,2,2,N
6EVdQax3LL3IKCjWD0u1Wu,0.295,0.414,0,-10.93,1,0.0368,0.87,1.05e-05,0.139,0.377,142.671,230787,1,0,4,N
5qjMyKkmosPBws5cImS9Zz,0.711,0.792,11,-3.823,1,0.0542,0.449,0.0,0.44,0.845,124.868,140443,2,1,13,N
6jlQYKJk8aGs9pvh3LVdb3,0.795,0.502,1,-6.61,0,0.204,0.219,1.82e-05,0.107,0.299,90.004,182167,4,8,12,N
1aEU7mcRDTYBB4ASpqbjYE,0.655,0.651,8,-7.063,1,0.122,0.0267,0.0,0.133,0.782,90.054,248893,0,1,9,N
7mWFF4gPADjTQjC97CgFVt,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,235284,5,4,7,N
5N0QzLBFaJusXuoCCuw2z8,0.503,0.316,11,-17.244,0,0.227,0.574,2.5e-05,0.106,0.629,80.026,93948,1,0,0,N
3H49cfXiRznOzHEcphIr3j,0.304,0.489,10,-9.647,0,0.113,0.659,0.00987,0.0887,0.169,83.076,363250,1,0,8,N
4xXu9UO2qdBotUOfqru2UC,0.519,0.567,7,-7.914,1,0.0259,0.0507,0.455,0.378,0.284,73.988,291267,6,5,8,N
2X5AFygz5SDYlXagyPw8kX,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,221538,1,0,4,N
4sJqSKPc5fZ5OZ8JiVI44N,0.604,0.661,0,-5.914,1,0.0375,0.234,0.0,0.0951,0.506,107.016,221440,5,4,7,N
3Hb9kUdm4yf839Fle4RIdT,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,171692,0,1,9,N
1jLsirPDkUS2g4gnkYua58,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,210288,3,2,3,N
798ahLNEcoFER7Vywg1FMT,0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,156267,0,1,5,N
4K06PO78fW4mnBVenxGNob,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,181661,0,1,5,N
4CeBKWWLXMrQMFsP0Q0K3V,0.596,0.738,4,-9.567,0,0.231,0.583,0.0,0.118,0.164,141.91,221378,4,8,12,N
4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,2,6,13,N
3sKz6Sd72K0ofPWcJPPk6H,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4,8,10,N
2aPnpV1hT7l3eP10uSGK6c,0.794,0.702,6,-5.656,0,0.0346,0.0671,0.0,0.155,0.535,121.938,189344,3,2,3,N
44m9PAUZYeOEGeaTYh6NAl,0.652,0.577,0,-7.877,1,0.0328,0.0264,1.17e-06,0.0758,0.662,120.037,298000,5,4,7,N
421eObjg0DTm2qajJl5OJm,0.456,0.828,1,-6.225,1,0.077,0.0244,0.0,0.21,0.313,116.719,189132,5,5,7,N
6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863,5,5,9,N
6FbRFo9fweIUtLvglbEF0i,0.562,0.812,0,-3.26,0,0.38,0.569,0.0,0.118,0.154,102.252,184727,4,8,10,N
6sRaqq9SYsSTPvrWkL1sRy,0.869,0.805,8,-5.722,1,0.0393,0.0774,0.0,0.0686,0.889,125.235,212776,0,1,1,N
5Cps4dnddBRxg8VSn6UA9t,0.741,0.631,2,-7.163,1,0.039,0.24,2.69e-05,0.0569,0.964,102.093,212000,5,4,1,N
4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,5,4,1,N
7GuDL7idAKh36gXqpRq6I2,0.622,0.674,5,-5.917,1,0.0366,0.358,0.0,0.156,0.797,155.949,224093,0,1,5,N
7JO8RTnMkXjSZcwFQh2fJb,0.612,0.6,5,-9.376,0,0.0958,0.184,1.49e-06,0.0769,0.297,173.857,169315,3,5,12,N
3krzcyMKlRXjVkJFZqMN4t,0.86,0.61,6,-5.93,0,0.0819,0.0605,0.0,0.0774,0.699,139.948,221084,3,2,3,N
66YUHByAhvckqMtO9EkJ1J,0.624,0.375,2,-8.522,1,0.0505,0.751,0.0,0.323,0.521,120.06,221707,1,0,0,N
6rc0vqoHYtF1J79fsIo9ia,0.778,0.396,7,-10.556,0,0.343,0.0736,0.000134,0.0958,0.233,140.89,245107,4,8,10,N
0xXhgLXfEHnWJHVgRvFvdn,0.422,0.267,3,-9.533,1,0.0281,0.86,0.0,0.142,0.432,171.725,163333,1,0,4,N
5Mq4zNt0jBqnestmUCBfdy,0.49,0.767,7,-6.622,0,0.0325,0.0026,0.0,0.327,0.238,141.875,264423,3,5,12,N
0cM5URUqqQTpJWonmdzF1J,0.685,0.391,1,-7.183,1,0.0435,0.744,0.0,0.142,0.443,87.101,202547,1,0,0,N
7Im4VU4SWczGbNqzEfjlpe,0.728,0.674,7,-7.804,1,0.0264,0.265,0.00111,0.122,0.73,106.016,300531,0,1,8,N
0PaNKfwdqHjmW7hVEQ0lbu,0.675,0.36,1,-6.66,0,0.112,0.67,0.0,0.159,0.553,64.921,158533,1,0,0,N
0639sfoRA7sW4fGS1EzcQu,0.587,0.639,7,-8.065,1,0.0357,0.395,0.0,0.68,0.789,116.499,249307,2,6,13,N
3ckraK42KnTt0Mk0b8pmA2,0.524,0.663,11,-5.473,1,0.0729,0.692,8.54e-05,0.0824,0.568,93.381,195514,0,1,0,N
1iSqfoUFnQwV0QW1EfUit8,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,222997,1,5,12,N
4qsOrxBv09HhNSpsgMRXdC,0.799,0.685,6,-5.366,0,0.0725,0.276,0.0,0.13,0.623,122.013,169059,3,2,3,N
2lYTJK94hb0fd1LQtb6Dhk,0.659,0.738,4,-5.072,0,0.0477,0.118,0.0,0.115,0.481,127.95,183750,3,2,12,N
0kk2eVIMNPFi8PMF7GGBvg,0.553,0.568,9,-4.668,1,0.0276,0.414,0.0,0.112,0.346,79.994,279000,0,5,9,N
2AX7TMZg6uZVJCmY4CCoWS,0.835,0.855,10,-5.041,0,0.0701,0.0453,0.0,0.147,0.867,101.067,184680,3,2,3,N
2vHDurkzJ8dhCzoPzqiE2C,0.759,0.76,2,-5.427,1,0.0706,0.188,2.1e-06,0.0607,0.733,98.029,198912,5,4,1,N
2WN7xpcY4zmcqF57HFEGZY,0.799,0.569,0,-7.821,1,0.318,0.154,0.0,0.151,0.417,125.074,206600,4,8,10,N
2V4hc5gplg7EXlrRUvD4rp,0.711,0.727,2,-3.15,1,0.162,0.168,0.0,0.296,0.465,180.039,174380,5,4,5,N
6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,5,4,1,N
1foCxQtxBweJtZmdxhEHVO,0.7,0.139,8,-12.346,1,0.0607,0.902,0.0,0.185,0.49,84.485,206067,1,0,0,N
1Sb7QJRawbARgpMqyYNMkT,0.786,0.732,4,-6.254,0,0.176,0.545,0.0,0.0643,0.447,105.031,162013,3,2,2,N
1fr92Vupmcs2vgLMFVQ7rd,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,257920,2,6,13,N
6A2UobEtEgkvhBZrdvqWks,0.686,0.651,2,-4.798,0,0.304,0.431,0.0,0.0924,0.792,176.227,203787,4,8,10,N
3CuPFaDSBw27evoUQfqHKL,0.733,0.714,8,-6.838,1,0.0598,0.684,1.19e-06,0.0964,0.794,89.989,205360,5,1,0,N
7aZYmiZWN7BNsvDX4f1qmn,0.378,0.315,7,-10.595,1,0.0558,0.674,1.31e-06,0.117,0.205,178.137,201882,1,0,4,N
2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,3,2,2,N
1dIWPXMX4kRHj6Dt2DStUQ,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,5,4,10,N
2pGHO5mI2LfPU4BdKl16Fx,0.678,0.791,11,-6.715,1,0.0506,0.0789,2.23e-06,0.22,0.756,145.041,143853,0,1,9,N
7xfGrGqvFAeeQ6giNSXaAA,0.848,0.344,3,-10.521,0,0.235,0.645,0.0,0.103,0.433,131.872,290909,4,8,0,N
0zCOT028cU3DeCqN1G18wE,0.607,0.666,2,-4.187,0,0.0407,0.168,0.0,0.201,0.79,139.542,228427,3,2,2,N
7zyYmIdjqqiX6kLryb7QBx,0.423,0.36,3,-9.458,1,0.0372,0.728,0.0,0.105,0.291,130.576,260573,1,0,4,N
6hrV6KYL9zM8vFAbOSxFHY,0.715,0.761,0,-5.539,1,0.0683,0.523,0.0,0.684,0.783,151.932,156838,2,6,13,N
7BTmtN6bP35E54vVASTqao,0.529,0.769,11,-6.369,1,0.0469,0.00532,0.0,0.19,0.66,73.946,208520,0,1,9,N
6JjPBQfI2Y8nIjnm65X6Pw,0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,235747,3,2,5,N
2ND3y5EU8wwHI5ohzk2hoF,0.529,0.411,0,-9.659,1,0.626,0.78,0.0,0.108,0.187,173.04,240775,4,8,10,N
2J9B63FawlTaPdg4eH5X03,0.82,0.565,6,-5.965,1,0.17,0.158,2.45e-05,0.0469,0.773,105.11,204000,5,1,1,N
2g2fTz4wEnrDWin9eMtrGI,0.518,0.584,0,-7.131,0,0.0446,0.00555,0.0,0.059,0.122,118.085,182693,3,5,12,N
1yoMvmasuxZfqHEipJhRbp,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,199112,4,8,10,N
2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,221520,3,5,12,N
4VUwkH455At9kENOfzTqmF,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,180000,5,4,7,N
2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032,214648,5,4,1,N
4HYDUMY0xSpeBr0AMY9cUz,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,3,2,3,N
3z7PhrlHmoRrGDnmVceXed,0.704,0.498,4,-6.327,1,0.0392,0.0437,3.62e-06,0.124,0.336,120.035,178410,5,4,7,N
5bCqP8qJkx52Ntoe9VvxSe,0.821,0.803,1,-4.352,1,0.0643,0.15,1.26e-05,0.0805,0.551,105.019,234280,5,4,1,N
4CbANooTL2aTHzJZqQ0Uvk,0.79,0.858,2,-2.78,1,0.0471,0.303,0.0,0.61,0.79,92.05,192000,2,6,13,N
6lj55xW44wvoI9NdpWMk2S,0.846,0.85,1,-2.307,1,0.0917,0.205,0.0152,0.0778,0.219,86.996,186106,5,4,7,N
5F40csF5DtKOGfEg8vuz1d,0.71,0.314,11,-10.666,0,0.082,0.000292,0.785,0.0857,0.401,129.124,193253,6,7,11,N
1qfoq1qvZT7VwDVeekCJ97,0.504,0.503,7,-3.313,1,0.0422,0.388,0.0,0.0608,0.709,195.593,167373,0,1,5,N
7iNIg7XDEaYECfWD5dJ9Va,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979,189467,0,1,9,N
1vChWb8X4TEeKvo46uTglP,0.826,0.791,2,-5.125,1,0.0619,0.0919,0.00104,0.112,0.793,129.958,180432,5,4,1,N
64kNRze29YqCFzFEpQCaHQ,0.808,0.675,7,-5.131,1,0.322,0.0435,0.0,0.274,0.642,90.843,288470,4,8,10,N
7ax37DyHAN9KfhNXtXozh9,0.858,0.514,11,-6.346,0,0.0797,0.164,4.72e-06,0.0805,0.874,147.018,184369,3,2,3,N
60APt5N2NRaKWf5xzJdzyC,0.784,0.728,0,-4.549,0,0.0539,0.34,0.0,0.222,0.713,110.165,229160,3,2,2,N
5KcuLISuSBnMFAPVhFnHr5,0.748,0.538,6,-3.877,0,0.0277,0.408,0.0,0.219,0.749,130.229,187987,3,2,2,N
0nLRdLNqBO7EdyRdiixjRk,0.651,0.462,7,-7.006,1,0.0334,0.703,0.0,0.351,0.556,104.303,238159,1,0,0,N
2xGjteMU3E1tkEPVFBO08U,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,0,5,5,N
6XbXAvAlzn3nquigTGczC7,0.876,0.443,3,-6.631,0,0.324,0.446,0.0,0.118,0.271,115.045,200347,4,8,10,N
6JqpFboOH2bq9pzaYbkKBn,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066,187200,3,2,3,N
2Q85xwXagilpHKTfdrbC7M,0.685,0.859,5,-2.595,0,0.0553,0.116,0.0,0.317,0.891,176.018,204520,3,2,5,N
0vR9slLJQXIHF5btvVpvfK,0.525,0.536,0,-7.721,1,0.0288,0.255,0.0,0.113,0.175,130.051,219504,1,5,7,N
2I2HOtNA0wk5UvFcg2BzCy,0.554,0.445,6,-8.074,1,0.0251,0.775,3.8e-06,0.123,0.324,104.946,316933,1,0,4,N
4zN21mbAuaD0WqtmaTZZeP,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,186662,3,2,2,N
2Dlq8gWRVSRlP0gLnJreph,0.671,0.64,4,-7.239,0,0.162,0.218,0.00038,0.302,0.8,118.034,156922,3,2,2,N
5HgZU8DoSWLvs1dWBvXYJt,0.79,0.775,11,-5.042,1,0.0505,0.149,0.0,0.189,0.832,109.944,184387,0,1,9,N
4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4,8,10,N
4vK8Kvyw1mabkMXJqbZOZT,0.595,0.787,9,-4.469,1,0.0523,0.211,0.0,0.0732,0.57,179.945,253333,0,1,5,N
1GbEE9qAmGaZ1uO78xPiMC,0.769,0.881,0,-3.896,1,0.0406,0.467,2.09e-05,0.121,0.805,103.048,220707,5,4,1,N
5YzA563GXTuwQaRq24z1k5,0.813,0.876,1,-4.278,0,0.172,0.182,0.0,0.394,0.746,94.987,210773,2,2,2,N
1jzGN7iqjlcSLEHrSJBTQ3,0.623,0.399,3,-9.208,1,0.0354,0.601,0.0,0.206,0.486,144.73,155560,1,0,0,N
38zwkK6TtTjIW9tpYBfZ3D,0.642,0.881,11,-3.537,1,0.0393,0.209,0.0,0.21,0.913,138.03,222045,0,1,5,N
1rjUBUTswCkN8DIBxkgjJs,0.768,0.76,7,-3.729,1,0.105,0.762,0.0,0.141,0.736,90.0,174000,5,1,1,N
5skrrzb3X5CVDQaVcGmDsc,0.82,0.603,0,-6.623,1,0.139,0.0242,2.88e-06,0.142,0.866,102.036,224253,5,4,1,N
0rFOs9paloAvEtzwDX1Kmc,0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.904,196280,1,0,0,N
32DspJXRL1U3c9RwOhRJZE,0.761,0.566,9,-7.923,1,0.0397,0.18,0.0,0.207,0.631,108.01,175436,0,1,9,N
0URQ9difQTMsdI0RzGdU8e,0.711,0.775,2,-3.896,0,0.136,0.401,2.49e-05,0.272,0.728,89.871,286395,3,2,2,N
2pWOMNQJW3g2zmGjP0Vkb0,0.817,0.665,9,-6.224,0,0.0758,0.0549,0.0,0.103,0.662,104.957,215460,3,2,3,N
1oFeXti9EanzUrHvWfRrfJ,0.112,0.123,4,-23.025,0,0.0433,0.964,0.696,0.103,0.0298,92.617,341396,7,3,6,N
1RO8Q3w2Jkir8cvvGEApI0,0.718,0.86,11,-7.515,1,0.115,0.658,0.0,0.187,0.914,89.97,171508,0,1,1,N
2FTeQQ5Rg9tBpgpTF5mnhE,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,246988,5,1,1,N
75OZu8g6qJ3uKSh4n5HeCj,0.787,0.761,2,-3.41,1,0.0322,0.175,5.08e-06,0.322,0.949,145.02,259622,5,4,1,N
5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,0,1,9,N
5ZEQjTroORCu6uWvZrdeNc,0.427,0.647,6,-8.944,0,0.0353,0.102,2.13e-06,0.133,0.298,99.753,214200,3,5,12,N
1c8gk2PeTE04A1pIDH9YMk,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,0,1,9,N
1SV1fxF65n9NhRHp3KlBuu,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,227653,0,1,9,N
1wPAOYQJcGSqvXkqcQHExr,0.765,0.841,10,-2.333,0,0.0399,0.0372,0.000406,0.0766,0.921,96.99,204044,3,2,3,N
6xHkSGuXlxyDeqnlYe5Ryv,0.901,0.808,11,-3.233,1,0.0855,0.244,0.00829,0.46,0.898,123.995,160679,2,1,1,N
3L8DfkUI38BSJ6AmPUiV8A,0.822,0.831,0,-4.137,1,0.0424,0.397,0.0,0.139,0.654,104.014,177259,5,4,1,N
4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177323,1,5,12,N
02ALbwDGDZYstTA7ewEkeG,0.772,0.765,10,-7.704,0,0.387,0.306,0.000887,0.216,0.628,95.97,181248,4,8,10,N
7wCmS9TTVUcIhRalDYFgPy,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,1,5,4,N
3YZE5qDV7u1ZD1gZc47ZeR,0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.689,159.878,229640,0,1,5,N
2bT1PH7Cw3J9p3t7nlXCdh,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,191467,5,4,1,N
4CdfFYzaAJ0y0beKzmgJSn,0.863,0.657,7,-7.295,1,0.105,0.264,0.00619,0.0713,0.829,115.958,235813,5,1,1,N
1AJRWM34yxnAxhF9TEK0Zj,0.57,0.468,6,-4.192,1,0.047,0.758,0.0,0.206,0.335,137.855,226470,1,0,4,N
6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,3,5,12,N
58zsLZPvfflaiIbNWoA22O,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,200187,4,8,10,N
7ppLcVgxpoWAhAa2c0CN3b,0.694,0.504,0,-5.298,0,0.0994,0.838,0.0,0.0681,0.674,131.834,139189,3,0,0,N
2u7tDWQ6LX0Kw1LiK1jaok,0.863,0.84,1,-3.7,0,0.0587,0.158,0.0,0.368,0.934,109.977,200973,3,2,2,N
2gvIIpYdM9x1rdekmQMXCL,0.73,0.816,2,-6.087,1,0.177,0.201,0.19,0.253,0.569,124.989,172751,5,4,1,N
7dF8hsVoSdDWT6GlJZpBPm,0.773,0.312,5,-16.479,1,0.118,0.543,0.872,0.112,0.525,142.02,155141,6,7,11,N
6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,5,4,1,N
7mLWNwcvwRdEviz6SfYp8A,0.588,0.496,9,-5.947,1,0.0417,0.00166,0.936,0.186,0.582,128.001,146274,6,7,11,N
22O2Zdfj3jnJZDSzlDMAJp,0.73,0.789,10,-3.982,1,0.034,0.0269,0.0,0.129,0.106,107.981,184889,0,1,9,N
0gCPvo1GkbtPhMqg5Gbx1K,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.024,279613,5,5,7,N
1gIaX9HEGZsWSd5HDJatSr,0.681,0.842,7,-4.726,1,0.0362,0.00518,0.0,0.164,0.0736,98.033,228980,0,5,9,N
4EdauvO1Nr1bLeijHoyHWv,0.58,0.607,5,-6.491,1,0.0322,0.339,0.0,0.0954,0.369,124.12,232186,0,5,7,N
4lsHZ92XCFOQfzJFBTluk8,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,203145,4,8,7,N
40BMID1JwcJZYeTS1t6stp,0.663,0.412,4,-9.155,0,0.03,0.0771,1.32e-05,0.0814,0.451,84.012,248242,3,5,12,N
3jCMdvc8bFOKChETbFV9Zc,0.712,0.664,1,-5.649,0,0.0467,0.147,0.0,0.244,0.537,149.997,200653,3,2,2,N
4TpXLhpLYQPMHM1A8W9J84,0.797,0.791,11,-4.198,1,0.0432,0.000679,0.00751,0.0678,0.589,126.004,156960,0,1,9,N
0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,1,0,4,N
34ppgPuSUgKIqUIBT26ulf,0.309,0.354,4,-8.894,1,0.0256,0.83,3.15e-05,0.0684,0.2,83.958,248222,1,0,4,N
7EY91l11hOnYIytcxFgvDN,0.86,0.4,2,-7.131,1,0.0538,0.182,3.17e-06,0.0581,0.813,129.925,254853,5,4,1,N
3wA4ronkc8ZcPXUP0fDgYA,0.883,0.713,9,-4.684,1,0.307,0.0125,0.0,0.45,0.855,89.025,108800,4,8,10,N
6zegtH6XXd2PDPLvy1Y0n2,0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,190067,5,4,7,N
3AFMhYzAtkkICb5h8VELpm,0.641,0.778,6,-5.251,0,0.104,0.13,0.0,0.117,0.667,176.102,139117,3,2,5,N
6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4,8,9,N
6YfbkqIHHin0A6vVYanXbS,0.724,0.559,5,-8.583,0,0.156,0.0281,7.25e-06,0.0978,0.331,96.04,218110,3,2,12,N
4Agtk2MrapdZAVN7v6PuFO,0.459,0.581,10,-6.575,1,0.0713,0.316,0.0,0.124,0.49,176.195,133661,0,1,5,N
4XeqABCbUqyznqTgB8Ckzj,0.586,0.816,1,-4.492,0,0.122,0.0992,0.00539,0.355,0.58,174.053,228219,2,2,5,N
4CH66Rxcjcj3VBHwmIBj4T,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,3,2,12,N
3lYvepDz6yYj29z7e4r5z0,0.716,0.763,0,-3.001,0,0.0945,0.147,0.0,0.271,0.575,90.101,231748,3,2,2,N
0Y4hwUppbGc8aIBmiTz30A,0.636,0.805,9,-4.594,1,0.327,0.0161,0.0,0.0793,0.908,92.958,196552,4,1,10,N
5OLQ6wJUkyVsqL13NpMZJ4,0.687,0.52,1,-7.264,1,0.0347,0.409,0.0102,0.156,0.204,90.026,217750,1,0,7,N
4C8K3zAacdwyYIQxvKss4i,0.502,0.725,5,-9.034,1,0.133,0.597,0.0,0.432,0.872,93.968,141029,2,6,13,N
1XUiFMK48Yy4fgds8l9aLH,0.279,0.773,7,-6.718,0,0.0554,0.0194,0.0,0.0762,0.354,95.971,214745,3,5,12,N
